citation_id,verification_status,verification_category,verification_subcategory,author_status,year_status,verification_confidence,bibliographic_score,semantic_label,semantic_score,semantic_skipped,semantic_skip_reason,selected_source,selected_match_type,selected_candidate_db,selected_candidate_title,verification_explanation,semantic_explanation,combined_label,needs_review
99,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,no_candidate_abstract,exact,title_year_exact,dblp,DeceptPrompt: Exploiting LLM-driven Code Generation via Adversarial Natural Language Instructions.,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
100,verified,Verified,strong_metadata_match,match,match,0.93,0.9,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,AutoDAN: Generating Stealthy Jailbreak Prompts on Aligned Large Language Models,Selected candidate came from exact; title=exact; authors=exact; year=exact; arxiv_id=exact; overall_status=verified.,semantic_error: ,needs_manual_review,True
101,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.88,0.725,skipped,0.0,True,semantic_error,exact,title_exact,openalex,Making Pre-trained Language Models Better Few-shot Learners,Selected candidate came from exact; title=exact; authors=exact; year=mismatch; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
102,partially_verified,Partially Verified,minor_title_mismatch,match,match,1.0,0.8,skipped,0.0,True,semantic_error,lexical,lexical_top_1,openalex,"Automatic Prompt Optimization with ""Gradient Descent"" and Beam Search",Selected candidate came from lexical; title=partial; authors=exact; year=exact; arxiv_id=exact; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
103,partially_verified,Partially Verified,author/year mismatch,partial,partial,1.0,0.76,skipped,0.0,True,semantic_error,lexical,lexical_top_1,openalex,Representation of linguistic form and function in recurrent neural networks,Selected candidate came from lexical; title=exact; authors=partial; year=partial; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
104,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.88,0.75,skipped,0.0,True,no_expanded_context,exact,title_exact,openalex,Discovery of Natural Language Concepts in Individual Units of CNNs,Selected candidate came from exact; title=exact; authors=exact; year=mismatch; arxiv_id=exact; overall_status=partially_verified.,no_expanded_context,needs_manual_review,True
105,verified,Verified,strong_metadata_match,match,match,1.0,0.9,skipped,0.0,True,no_candidate_abstract,lexical,lexical_top_1,dblp,Compositional Explanations of Neurons.,Selected candidate came from lexical; title=exact; authors=exact; year=exact; overall_status=verified.,no_candidate_abstract,needs_manual_review,True
106,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.88,0.75,skipped,0.0,True,no_expanded_context,exact,title_exact,openalex,Finding Experts in Transformer Models,Selected candidate came from exact; title=exact; authors=exact; year=mismatch; arxiv_id=exact; overall_status=partially_verified.,no_expanded_context,needs_manual_review,True
107,partially_verified,Partially Verified,author/year mismatch,partial,match,0.93,0.8125,skipped,0.0,True,semantic_error,exact,title_year_exact,openalex,On the Pitfalls of Analyzing Individual Neurons in Language Models,Selected candidate came from exact; title=exact; authors=partial; year=exact; arxiv_id=exact; overall_status=partially_verified.,semantic_error: ,needs_manual_review,True
108,partially_verified,Partially Verified,author/year mismatch,match,mismatch,0.88,0.725,skipped,0.0,True,no_candidate_abstract,exact,title_exact,dblp,The emergence of number and syntax units in LSTM language models.,Selected candidate came from exact; title=exact; authors=exact; year=mismatch; overall_status=partially_verified.,no_candidate_abstract,needs_manual_review,True
